6.023532 0.000000 0.000000 0.000000
5.279683 2.000000 0.000000 0.001276
5.384223 2.000000 60.000000 0.001276
5.939209 2.000000 120.000000 0.001276
5.638233 2.000000 180.000000 0.001276
5.662695 2.000000 240.000000 0.001276
5.203643 2.000000 300.000000 0.001276
5.018810 4.000000 0.000000 0.001276
5.019228 4.000000 30.000000 0.001276
5.032361 4.000000 60.000000 0.001276
5.325963 4.000000 90.000000 0.001276
5.345005 4.000000 120.000000 0.001276
4.903086 4.000000 150.000000 0.001276
5.155447 4.000000 180.000000 0.001275
5.041555 4.000000 210.000000 0.001275
5.206132 4.000000 240.000000 0.001275
4.791545 4.000000 270.000000 0.001275
5.159165 4.000000 300.000000 0.001275
4.941490 4.000000 330.000000 0.001275
4.835328 6.000000 0.000000 0.001276
5.097507 6.000000 20.000000 0.001276
4.768844 6.000000 40.000000 0.001276
5.067458 6.000000 60.000000 0.001276
4.982459 6.000000 80.000000 0.001276
5.148572 6.000000 100.000000 0.001276
4.931129 6.000000 120.000000 0.001275
5.366403 6.000000 140.000000 0.001275
4.888130 6.000000 160.000000 0.001275
5.311109 6.000000 180.000000 0.001275
4.480441 6.000000 200.000000 0.001275
4.667891 6.000000 220.000000 0.001275
4.809434 6.000000 240.000000 0.001275
4.740866 6.000000 260.000000 0.001275
4.702542 6.000000 280.000000 0.001275
5.047420 6.000000 300.000000 0.001275
4.979583 6.000000 320.000000 0.001275
4.765644 6.000000 340.000000 0.001275
4.789353 8.000000 0.000000 0.001276
4.982248 8.000000 14.400000 0.001276
4.925830 8.000000 28.800000 0.001276
4.864066 8.000000 43.200000 0.001276
4.965677 8.000000 57.600000 0.001276
5.457016 8.000000 72.000000 0.001276
5.638507 8.000000 86.400000 0.001275
4.923422 8.000000 100.800000 0.001275
4.886341 8.000000 115.200000 0.001275
5.360478 8.000000 129.600000 0.001275
4.697124 8.000000 144.000000 0.001275
4.600250 8.000000 158.400000 0.001275
5.106534 8.000000 172.800000 0.001275
4.700493 8.000000 187.200000 0.001275
4.495274 8.000000 201.600000 0.001275
4.113799 8.000000 216.000000 0.001275
4.594450 8.000000 230.400000 0.001275
4.598816 8.000000 244.800000 0.001275
4.566974 8.000000 259.200000 0.001274
4.291071 8.000000 273.600000 0.001274
4.510608 8.000000 288.000000 0.001274
5.233013 8.000000 302.400000 0.001274
5.365667 8.000000 316.800000 0.001274
4.868626 8.000000 331.200000 0.001274
4.768749 8.000000 345.600000 0.001274
5.098646 10.000000 0.000000 0.001276
5.648225 10.000000 11.612903 0.001276
6.212864 10.000000 23.225806 0.001276
5.062388 10.000000 34.838710 0.001276
4.605502 10.000000 46.451613 0.001276
4.847113 10.000000 58.064516 0.001276
5.898810 10.000000 69.677419 0.001275
6.280943 10.000000 81.290323 0.001275
5.946738 10.000000 92.903226 0.001275
4.957491 10.000000 104.516129 0.001275
4.886489 10.000000 116.129032 0.001275
5.376106 10.000000 127.741935 0.001275
4.826848 10.000000 139.354839 0.001275
4.479852 10.000000 150.967742 0.001275
4.415863 10.000000 162.580645 0.001275
5.039475 10.000000 174.193548 0.001275
4.988798 10.000000 185.806452 0.001275
4.722190 10.000000 197.419355 0.001275
4.076472 10.000000 209.032258 0.001274
4.063609 10.000000 220.645161 0.001274
4.616183 10.000000 232.258065 0.001274
5.368196 10.000000 243.870968 0.001274
5.161694 10.000000 255.483871 0.001274
4.429998 10.000000 267.096774 0.001274
4.293430 10.000000 278.709677 0.001274
4.495877 10.000000 290.322581 0.001274
5.406451 10.000000 301.935484 0.001274
5.523541 10.000000 313.548387 0.001274
5.222426 10.000000 325.161290 0.001274
5.052458 10.000000 336.774194 0.001274
4.792513 10.000000 348.387097 0.001274
5.490741 12.000000 0.000000 0.001276
6.195356 12.000000 9.729730 0.001276
6.971197 12.000000 19.459459 0.001276
5.902251 12.000000 29.189189 0.001276
5.264849 12.000000 38.918919 0.001276
4.818084 12.000000 48.648649 0.001276
5.354855 12.000000 58.378378 0.001275
6.260226 12.000000 68.108108 0.001275
6.993439 12.000000 77.837838 0.001275
6.838209 12.000000 87.567568 0.001275
5.628769 12.000000 97.297297 0.001275
4.906419 12.000000 107.027027 0.001275
5.328987 12.000000 116.756757 0.001275
6.041787 12.000000 126.486486 0.001275
5.691458 12.000000 136.216216 0.001275
4.750258 12.000000 145.945946 0.001275
4.175955 12.000000 155.675676 0.001275
4.325871 12.000000 165.405405 0.001275
4.487526 12.000000 175.135135 0.001274
5.659079 12.000000 184.864865 0.001274
5.150960 12.000000 194.594595 0.001274
4.589859 12.000000 204.324324 0.001274
4.033694 12.000000 214.054054 0.001274
4.290751 12.000000 223.783784 0.001274
5.054005 12.000000 233.513514 0.001274
5.643290 12.000000 243.243243 0.001274
5.498759 12.000000 252.972973 0.001274
5.232579 12.000000 262.702703 0.001274
4.594188 12.000000 272.432432 0.001274
4.477145 12.000000 282.162162 0.001274
4.463290 12.000000 291.891892 0.001274
5.050616 12.000000 301.621622 0.001274
5.657920 12.000000 311.351351 0.001274
5.486144 12.000000 321.081081 0.001274
5.261230 12.000000 330.810811 0.001274
5.172642 12.000000 340.540541 0.001274
5.056110 12.000000 350.270270 0.001221
5.476276 14.000000 0.000000 0.001276
6.117477 14.000000 8.372093 0.001276
7.089516 14.000000 16.744186 0.001276
6.879340 14.000000 25.116279 0.001276
5.895426 14.000000 33.488372 0.001276
5.396536 14.000000 41.860465 0.001276
5.349497 14.000000 50.232558 0.001275
5.638331 14.000000 58.604651 0.001275
6.329067 14.000000 66.976744 0.001275
6.657189 14.000000 75.348837 0.001275
7.204538 14.000000 83.720930 0.001275
6.568610 14.000000 92.093023 0.001275
5.534850 14.000000 100.465116 0.001275
5.599370 14.000000 108.837209 0.001275
6.010326 14.000000 117.209302 0.001275
6.666836 14.000000 125.581395 0.001275
7.446364 14.000000 133.953488 0.001275
5.514797 14.000000 142.325581 0.001275
4.878562 14.000000 150.697674 0.001274
4.381190 14.000000 159.069767 0.001274
4.464216 14.000000 167.441860 0.001274
4.881009 14.000000 175.813953 0.001274
5.275761 14.000000 184.186047 0.001274
5.095758 14.000000 192.558140 0.001274
