82.000000 0.340000 1.404453
82.000000 2.360000 1.491753
82.000000 4.380000 1.519595
82.000000 6.400000 1.903072
82.000000 8.430000 1.558578
82.000000 10.450000 1.721528
82.000000 12.470000 1.633122
82.000000 14.490000 1.415212
82.000000 16.520000 1.733707
82.000000 18.540001 1.691674
82.000000 20.559999 1.739857
82.000000 22.580000 1.828262
82.000000 24.610001 1.565512
82.000000 26.629999 1.402877
82.000000 28.650000 1.436778
82.000000 30.670000 1.314184
82.000000 32.700001 1.708810
82.000000 34.720001 1.743358
82.000000 36.740002 1.847858
82.000000 38.759998 1.782756
82.000000 40.790001 1.697162
82.000000 42.810001 1.481730
82.000000 44.830002 1.635182
82.000000 46.849998 1.720449
82.000000 48.880001 1.589212
82.000000 50.900002 1.977568
82.000000 52.919998 1.567969
82.000000 54.939999 1.600561
82.000000 56.970001 1.487431
82.000000 58.990002 1.376534
82.000000 61.009998 1.393797
82.000000 63.029999 1.706939
82.000000 65.059998 1.622899
82.000000 67.080002 1.716324
82.000000 69.099998 1.828009
82.000000 71.120003 1.374169
82.000000 73.150002 1.675632
82.000000 75.169998 1.560812
82.000000 77.190002 1.671054
82.000000 79.209999 1.881697
82.000000 81.239998 1.748882
82.000000 83.260002 1.547310
82.000000 85.279999 1.543900
82.000000 87.300003 1.248185
82.000000 89.330002 1.491996
82.000000 91.349998 1.579096
82.000000 93.370003 1.703333
82.000000 95.389999 1.892148
82.000000 97.419998 1.793290
82.000000 99.440002 1.675509
82.000000 101.460000 1.585417
82.000000 103.480000 1.647581
82.000000 105.510000 1.447647
82.000000 107.530000 1.909674
82.000000 109.550000 1.712175
82.000000 111.570000 1.708891
82.000000 113.600000 1.716867
82.000000 115.620000 1.357460
82.000000 117.640000 1.384798
82.000000 119.660000 1.481450
82.000000 121.690000 1.567929
82.000000 123.710000 1.614284
82.000000 125.730000 1.936709
82.000000 127.750000 1.464279
82.000000 129.780000 1.695815
82.000000 131.800000 1.551720
82.000000 133.820010 1.505080
82.000000 135.840000 1.811980
82.000000 137.870000 1.761758
82.000000 139.890000 1.701740
82.000000 141.910000 1.731324
82.000000 143.929990 1.390032
82.000000 145.960010 1.381346
82.000000 147.980000 1.448963
82.000000 150.000000 1.448099
82.000000 152.020000 1.844881
82.000000 154.039990 1.810118
82.000000 156.070010 1.834661
82.000000 158.090000 1.684702
82.000000 160.110000 1.640345
82.000000 162.130000 1.411154
82.000000 164.160000 1.732982
82.000000 166.179990 1.751194
82.000000 168.200000 1.684784
82.000000 170.220000 1.906529
82.000000 172.250000 1.464522
82.000000 174.270000 1.502321
82.000000 176.289990 1.405457
82.000000 178.310000 1.458127
82.000000 180.340000 1.463366
82.000000 182.360000 1.844503
82.000000 184.380000 1.585015
82.000000 186.399990 1.728027
82.000000 188.429990 1.704798
82.000000 190.450000 1.382151
82.000000 192.470000 1.711337
82.000000 194.490010 1.655012
82.000000 196.520000 1.731918
82.000000 198.539990 1.865296
82.000000 200.560000 1.623763
82.000000 202.580000 1.430161
82.000000 204.610000 1.460681
82.000000 206.630000 1.263671
82.000000 208.649990 1.651669
82.000000 210.670000 1.705925
82.000000 212.700000 1.815311
82.000000 214.720000 1.837122
82.000000 216.740010 1.723550
82.000000 218.759990 1.524682
82.000000 220.789990 1.597758
82.000000 222.810000 1.691413
82.000000 224.830000 1.549728
