#Expanded function
#Calculated using Holo_Multipol
#Intensity    Theta angle    Phi angle
0.0976708 2062.65 3143.08
0.0704565 2062.65 3339.53
0.104081 2062.65 3535.97
0.0727999 2062.65 3732.41
0.0987407 2062.65 3928.85
0.0757395 2062.65 4125.3
0.0970547 2062.65 4321.74
0.0808615 2062.65 4518.18
0.0938886 2062.65 4714.62
0.0912698 2062.65 4911.07
0.0856809 2062.65 5107.51
0.0977203 2062.65 5303.95
0.0701689 2062.65 5500.4
0.103814 2062.65 5696.84
0.0732651 2062.65 5893.28
0.0979473 2062.65 6089.72
0.0757503 2062.65 6286.17
0.0968284 2062.65 6482.61
0.0813902 2062.65 6679.05
0.093757 2062.65 6875.49
0.0911098 2062.65 7071.94
0.0850331 2062.65 7268.38
0.0977961 2062.65 7464.82
0.0699728 2062.65 7661.26
0.103542 2062.65 7857.71
0.0736748 2062.65 8054.15
0.0972475 2062.65 8250.59
0.0759115 2062.65 8447.04
0.0963404 2062.65 8643.48
0.0819136 2062.65 8839.92
0.0935896 2062.65 9036.36
0.0908523 2062.65 9232.81
0.0842906 2062.65 9429.25
0.0978875 2062.65 9625.69
0.0699349 2062.65 9822.13
0.10336 2062.65 10018.6
0.0740215 2062.65 10215
0.0966404 2062.65 10411.5
0.076252 2062.65 10607.9
0.0956559 2062.65 10804.3
0.0824006 2062.65 11000.8
0.0933668 2062.65 11197.2
0.0906327 2062.65 11393.7
0.0834796 2062.65 11590.1
0.097987 2062.65 11786.6
0.0701173 2062.65 11983
0.103342 2062.65 12179.4
0.0743062 2062.65 12375.9
0.0960688 2062.65 12572.3
0.0767815 2062.65 12768.8
0.0949087 2062.65 12965.2
0.0828484 2062.65 13161.7
0.0930867 2062.65 13358.1
0.0905767 2062.65 13554.5
0.0826743 2062.65 13751
0.0980943 2062.65 13947.4
0.0705481 2062.65 14143.9
0.103518 2062.65 14340.3
0.0745299 2062.65 14536.8
0.095451 2062.65 14733.2
0.0774826 2062.65 14929.6
0.094269 2062.65 15126.1
0.0832776 2062.65 15322.5
0.0927613 2062.65 15519
0.0907606 2062.65 15715.4
0.0819685 2062.65 15911.9
0.0982168 2062.65 16108.3
0.0712019 2062.65 16304.7
0.103858 2062.65 16501.2
0.0746887 2062.65 16697.6
0.0947182 2062.65 16894.1
0.0783062 2062.65 17090.5
0.0938885 2062.65 17287
0.083719 2062.65 17483.4
0.0924096 2062.65 17679.8
0.0911888 2062.65 17876.3
0.0814462 2062.65 18072.7
0.0983688 2062.65 18269.2
0.0719984 2062.65 18465.6
0.10428 2062.65 18662.1
0.0747769 2062.65 18858.5
0.0938522 2062.65 19054.9
0.0791801 2062.65 19251.4
0.0938586 2062.65 19447.8
0.0841916 2062.65 19644.3
0.0920456 2062.65 19840.7
0.0917922 2062.65 20037.2
0.081143 2062.65 20233.6
0.0985653 2062.65 20430
0.408943 2177.24 0
0.426973 2177.24 187.513
0.399878 2177.24 375.027
0.469757 2177.24 562.54
0.398657 2177.24 750.054
0.470638 2177.24 937.567
0.395064 2177.24 1125.08
0.431463 2177.24 1312.59
0.418284 2177.24 1500.11
0.412411 2177.24 1687.62
0.448499 2177.24 1875.13
0.421126 2177.24 2062.65
0.450497 2177.24 2250.16
0.424264 2177.24 2437.68
0.419138 2177.24 2625.19
0.418958 2177.24 2812.7
0.38581 2177.24 3000.22
0.450056 2177.24 3187.73
0.371764 2177.24 3375.24
0.482489 2177.24 3562.76
0.377817 2177.24 3750.27
0.464714 2177.24 3937.78
0.385878 2177.24 4125.3
0.420723 2177.24 4312.81
0.406238 2177.24 4500.32
0.402212 2177.24 4687.84
0.452395 2177.24 4875.35
0.400026 2177.24 5062.86
0.476845 2177.24 5250.38
0.394838 2177.24 5437.89
0.451554 2177.24 5625.4
0.404076 2177.24 5812.92
0.417006 2177.24 6000.43
0.435649 2177.24 6187.94
0.414929 2177.24 6375.46
0.454041 2177.24 6562.97
0.425862 2177.24 6750.48
0.437718 2177.24 6938
0.419042 2177.24 7125.51
0.398818 2177.24 7313.03
0.430499 2177.24 7500.54
0.376425 2177.24 7688.05
0.471559 2177.24 7875.57
0.373044 2177.24 8063.08
0.480048 2177.24 8250.59
0.382363 2177.24 8438.11
0.440183 2177.24 8625.62
0.392991 2177.24 8813.13
0.408197 2177.24 9000.65
0.429087 2177.24 9188.16
0.39983 2177.24 9375.67
0.470843 2177.24 9563.19
0.398381 2177.24 9750.7
0.469473 2177.24 9938.21
0.395454 2177.24 10125.7
0.429894 2177.24 10313.2
0.419703 2177.24 10500.8
0.412352 2177.24 10688.3
0.449333 2177.24 10875.8
0.421689 2177.24 11063.3
0.449798 2177.24 11250.8
0.423871 2177.24 11438.3
0.417335 2177.24 11625.8
0.419414 2177.24 11813.3
0.384889 2177.24 12000.9
0.45198 2177.24 12188.4
0.371612 2177.24 12375.9
0.482881 2177.24 12563.4
0.378258 2177.24 12750.9
0.462857 2177.24 12938.4
0.386272 2177.24 13125.9
0.419356 2177.24 13313.5
0.407818 2177.24 13501
0.401857 2177.24 13688.5
0.454299 2177.24 13876
0.400021 2177.24 14063.5
0.476805 2177.24 14251
0.394606 2177.24 14438.5
0.449679 2177.24 14626
0.40518 2177.24 14813.6
0.416274 2177.24 15001.1
0.437007 2177.24 15188.6
0.415402 2177.24 15376.1
0.454048 2177.24 15563.6
0.425967 2177.24 15751.1
0.436258 2177.24 15938.6
0.418725 2177.24 16126.2
0.397408 2177.24 16313.7
0.431998 2177.24 16501.2
0.375819 2177.24 16688.7
0.472985 2177.24 16876.2
0.373401 2177.24 17063.7
0.479147 2177.24 17251.2
0.382666 2177.24 17438.8
0.438176 2177.24 17626.3
0.393873 2177.24 17813.8
0.407492 2177.24 18001.3
0.431225 2177.24 18188.8
0.399803 2177.24 18376.3
0.471844 2177.24 18563.8
0.398083 2177.24 18751.3
0.468218 2177.24 18938.9
0.395911 2177.24 19126.4
0.428386 2177.24 19313.9
0.421138 2177.24 19501.4
0.412346 2177.24 19688.9
0.450103 2177.24 19876.4
0.422235 2177.24 20063.9
0.449033 2177.24 20251.5
0.423453 2177.24 20439
0.360158 2291.83 0
0.349869 2291.83 179.361
0.354799 2291.83 358.721
0.353902 2291.83 538.082
0.349545 2291.83 717.443
0.358837 2291.83 896.804
0.344581 2291.83 1076.16
0.364269 2291.83 1255.52
0.340222 2291.83 1434.89
0.369825 2291.83 1614.25
0.33691 2291.83 1793.61
0.375217 2291.83 1972.97
0.335136 2291.83 2152.33
0.380257 2291.83 2331.69
0.335302 2291.83 2511.05
0.384816 2291.83 2690.41
0.337578 2291.83 2869.77
0.388776 2291.83 3049.13
0.341791 2291.83 3228.49
0.391989 2291.83 3407.85
0.347391 2291.83 3587.21
0.394277 2291.83 3766.57
0.353521 2291.83 3945.94
0.395472 2291.83 4125.3
0.359169 2291.83 4304.66
0.395467 2291.83 4484.02
0.363376 2291.83 4663.38
0.394262 2291.83 4842.74
0.365445 2291.83 5022.1
0.391976 2291.83 5201.46
0.365073 2291.83 5380.82
0.388816 2291.83 5560.18
0.36239 2291.83 5739.54
0.385034 2291.83 5918.9
0.357873 2291.83 6098.26
0.380875 2291.83 6277.62
0.352191 2291.83 6456.98
0.376556 2291.83 6636.35
0.346039 2291.83 6815.71
0.372256 2291.83 6995.07
0.340001 2291.83 7174.43
0.368151 2291.83 7353.79
0.334512 2291.83 7533.15
0.364442 2291.83 7712.51
0.329885 2291.83 7891.87
0.361363 2291.83 8071.23
0.326355 2291.83 8250.59
0.359184 2291.83 8429.95
0.324126 2291.83 8609.31
0.358147 2291.83 8788.67
0.323353 2291.83 8968.04
0.358407 2291.83 9147.4
0.324091 2291.83 9326.76
0.359973 2291.83 9506.12
0.326247 2291.83 9685.48
0.362682 2291.83 9864.84
0.329563 2291.83 10044.2
0.36624 2291.83 10223.6
0.33368 2291.83 10402.9
0.370292 2291.83 10582.3
0.338203 2291.83 10761.6
0.374523 2291.83 10941
0.342783 2291.83 11120.4
0.378732 2291.83 11299.7
0.347156 2291.83 11479.1
0.38282 2291.83 11658.4
0.351088 2291.83 11837.8
0.38675 2291.83 12017.2
0.354335 2291.83 12196.5
0.390471 2291.83 12375.9
0.356589 2291.83 12555.2
0.393842 2291.83 12734.6
0.357512 2291.83 12914
0.396636 2291.83 13093.3
0.356829 2291.83 13272.7
0.398614 2291.83 13452.1
0.354447 2291.83 13631.4
0.399599 2291.83 13810.8
0.350556 2291.83 13990.1
0.399559 2291.83 14169.5
0.345626 2291.83 14348.9
0.3986 2291.83 14528.2
0.340344 2291.83 14707.6
0.396906 2291.83 14886.9
0.335457 2291.83 15066.3
0.394627 2291.83 15245.7
0.331616 2291.83 15425
0.391813 2291.83 15604.4
0.329265 2291.83 15783.7
0.38838 2291.83 15963.1
0.328572 2291.83 16142.5
0.384207 2291.83 16321.8
0.32947 2291.83 16501.2
0.379236 2291.83 16680.5
0.3317 2291.83 16859.9
0.373572 2291.83 17039.3
0.334901 2291.83 17218.6
0.367523 2291.83 17398
0.33869 2291.83 17577.3
0.361559 2291.83 17756.7
0.34276 2291.83 17936.1
0.356182 2291.83 18115.4
0.346889 2291.83 18294.8
0.351869 2291.83 18474.2
0.35096 2291.83 18653.5
0.348973 2291.83 18832.9
0.354904 2291.83 19012.2
0.34771 2291.83 19191.6
0.358617 2291.83 19371
0.348182 2291.83 19550.3
0.361886 2291.83 19729.7
0.350382 2291.83 19909
0.364392 2291.83 20088.4
0.354207 2291.83 20267.8
0.365745 2291.83 20447.1
0.313031 2406.42 0
0.28521 2406.42 171.887
0.339824 2406.42 343.775
0.259087 2406.42 515.662
0.30431 2406.42 687.549
0.252085 2406.42 859.437
0.338686 2406.42 1031.32
0.271299 2406.42 1203.21
0.304144 2406.42 1375.1
0.280199 2406.42 1546.99
0.287742 2406.42 1718.87
0.271529 2406.42 1890.76
0.299999 2406.42 2062.65
0.300117 2406.42 2234.54
0.316763 2406.42 2406.42
0.267235 2406.42 2578.31
0.292391 2406.42 2750.2
0.277458 2406.42 2922.08
0.296017 2406.42 3093.97
0.30876 2406.42 3265.86
0.301677 2406.42 3437.75
0.318816 2406.42 3609.63
0.2678 2406.42 3781.52
0.312153 2406.42 3953.41
0.278079 2406.42 4125.3
0.340382 2406.42 4297.18
0.278663 2406.42 4469.07
0.326246 2406.42 4640.96
0.255316 2406.42 4812.85
0.317083 2406.42 4984.73
0.254947 2406.42 5156.62
0.328112 2406.42 5328.51
0.292958 2406.42 5500.4
0.305212 2406.42 5672.28
0.275428 2406.42 5844.17
0.282345 2406.42 6016.06
0.28981 2406.42 6187.94
0.293836 2406.42 6359.83
0.292013 2406.42 6531.72
0.311972 2406.42 6703.61
0.276997 2406.42 6875.49
0.271548 2406.42 7047.38
0.287904 2406.42 7219.27
0.302241 2406.42 7391.16
0.323562 2406.42 7563.04
0.273254 2406.42 7734.93
0.32669 2406.42 7906.82
0.252947 2406.42 8078.71
0.310914 2406.42 8250.59
0.264394 2406.42 8422.48
0.342834 2406.42 8594.37
0.278143 2406.42 8766.25
0.301697 2406.42 8938.14
0.267185 2406.42 9110.03
0.299821 2406.42 9281.92
0.27869 2406.42 9453.8
0.312348 2406.42 9625.69
0.295355 2406.42 9797.58
0.310985 2406.42 9969.47
0.269276 2406.42 10141.4
0.290114 2406.42 10313.2
0.292082 2406.42 10485.1
0.309031 2406.42 10657
0.307203 2406.42 10828.9
0.291442 2406.42 11000.8
0.299297 2406.42 11172.7
0.275013 2406.42 11344.6
0.308806 2406.42 11516.5
0.288811 2406.42 11688.3
0.346433 2406.42 11860.2
0.272769 2406.42 12032.1
0.312659 2406.42 12204
0.246517 2406.42 12375.9
0.327093 2406.42 12547.8
0.259004 2406.42 12719.7
0.319053 2406.42 12891.6
0.292339 2406.42 13063.4
0.292007 2406.42 13235.3
0.268164 2406.42 13407.2
0.285451 2406.42 13579.1
0.299058 2406.42 13751
0.305928 2406.42 13922.9
0.277653 2406.42 14094.8
0.300658 2406.42 14266.6
0.268675 2406.42 14438.5
0.27851 2406.42 14610.4
0.298016 2406.42 14782.3
0.306015 2406.42 14954.2
0.329088 2406.42 15126.1
0.265612 2406.42 15298
0.317134 2406.42 15469.9
0.259648 2406.42 15641.7
0.325004 2406.42 15813.6
0.274497 2406.42 15985.5
0.338572 2406.42 16157.4
0.272041 2406.42 16329.3
0.307144 2406.42 16501.2
0.258219 2406.42 16673.1
0.318196 2406.42 16845
0.285556 2406.42 17016.8
0.315492 2406.42 17188.7
0.287927 2406.42 17360.6
0.294734 2406.42 17532.5
0.276867 2406.42 17704.4
0.288712 2406.42 17876.3
0.299047 2406.42 18048.2
0.315998 2406.42 18220.1
0.294917 2406.42 18391.9
0.278575 2406.42 18563.8
0.28585 2406.42 18735.7
0.287624 2406.42 18907.6
0.311657 2406.42 19079.5
0.286719 2406.42 19251.4
0.341623 2406.42 19423.3
0.260956 2406.42 19595.2
0.304474 2406.42 19767
0.25039 2406.42 19938.9
0.337282 2406.42 20110.8
0.269414 2406.42 20282.7
0.305645 2406.42 20454.6
0.405721 2521.01 0
0.391221 2521.01 165.012
0.408583 2521.01 330.024
0.388744 2521.01 495.036
0.40872 2521.01 660.047
0.388821 2521.01 825.059
0.406435 2521.01 990.071
0.391997 2521.01 1155.08
0.402421 2521.01 1320.09
0.397505 2521.01 1485.11
0.397651 2521.01 1650.12
0.40333 2521.01 1815.13
0.393129 2521.01 1980.14
0.407476 2521.01 2145.15
0.389736 2521.01 2310.17
0.408983 2521.01 2475.18
0.388407 2521.01 2640.19
0.407856 2521.01 2805.2
0.390017 2521.01 2970.21
0.404607 2521.01 3135.23
0.394541 2521.01 3300.24
0.400088 2521.01 3465.25
0.400492 2521.01 3630.26
0.395324 2521.01 3795.27
0.405681 2521.01 3960.28
0.391253 2521.01 4125.3
0.408568 2521.01 4290.31
0.388757 2521.01 4455.32
0.408731 2521.01 4620.33
0.388806 2521.01 4785.34
0.406466 2521.01 4950.36
0.391954 2521.01 5115.37
0.402464 2521.01 5280.38
0.397447 2521.01 5445.39
0.397697 2521.01 5610.4
0.40328 2521.01 5775.41
0.393168 2521.01 5940.43
0.407448 2521.01 6105.44
0.38976 2521.01 6270.45
0.408982 2521.01 6435.46
0.388407 2521.01 6600.47
0.407878 2521.01 6765.49
0.389987 2521.01 6930.5
0.404645 2521.01 7095.51
0.394488 2521.01 7260.52
0.400134 2521.01 7425.53
0.400436 2521.01 7590.54
0.395367 2521.01 7755.56
0.405641 2521.01 7920.57
0.391286 2521.01 8085.58
0.408554 2521.01 8250.59
0.38877 2521.01 8415.6
0.408742 2521.01 8580.62
0.388791 2521.01 8745.63
0.406497 2521.01 8910.64
0.391911 2521.01 9075.65
0.402507 2521.01 9240.66
0.39739 2521.01 9405.68
0.397742 2521.01 9570.69
0.40323 2521.01 9735.7
0.393207 2521.01 9900.71
0.40742 2521.01 10065.7
0.389785 2521.01 10230.7
0.40898 2521.01 10395.7
0.388407 2521.01 10560.8
0.407899 2521.01 10725.8
0.389957 2521.01 10890.8
0.404683 2521.01 11055.8
0.394436 2521.01 11220.8
0.400179 2521.01 11385.8
0.40038 2521.01 11550.8
0.39541 2521.01 11715.8
0.405601 2521.01 11880.9
0.391319 2521.01 12045.9
0.408539 2521.01 12210.9
0.388784 2521.01 12375.9
0.408752 2521.01 12540.9
0.388776 2521.01 12705.9
0.406528 2521.01 12870.9
0.391867 2521.01 13035.9
0.402551 2521.01 13200.9
0.397333 2521.01 13366
0.397788 2521.01 13531
0.40318 2521.01 13696
0.393246 2521.01 13861
0.407392 2521.01 14026
0.389809 2521.01 14191
0.408978 2521.01 14356
0.388408 2521.01 14521
0.407921 2521.01 14686.1
0.389927 2521.01 14851.1
0.404721 2521.01 15016.1
0.394383 2521.01 15181.1
0.400225 2521.01 15346.1
0.400323 2521.01 15511.1
0.395454 2521.01 15676.1
0.40556 2521.01 15841.1
0.391351 2521.01 16006.1
0.408524 2521.01 16171.2
0.388798 2521.01 16336.2
0.408762 2521.01 16501.2
0.388762 2521.01 16666.2
0.406558 2521.01 16831.2
0.391824 2521.01 16996.2
0.402594 2521.01 17161.2
0.397276 2521.01 17326.2
0.397834 2521.01 17491.3
0.40313 2521.01 17656.3
0.393285 2521.01 17821.3
0.407364 2521.01 17986.3
0.389834 2521.01 18151.3
0.408976 2521.01 18316.3
0.388408 2521.01 18481.3
0.407942 2521.01 18646.3
0.389898 2521.01 18811.4
0.40476 2521.01 18976.4
0.394331 2521.01 19141.4
0.40027 2521.01 19306.4
0.400267 2521.01 19471.4
0.395497 2521.01 19636.4
0.40552 2521.01 19801.4
0.391385 2521.01 19966.4
0.408509 2521.01 20131.4
0.388811 2521.01 20296.5
0.408772 2521.01 20461.5
0.284738 2635.61 0
0.350346 2635.61 159.895
0.262307 2635.61 319.79
0.323321 2635.61 479.686
0.306486 2635.61 639.581
0.30053 2635.61 799.476
0.284227 2635.61 959.371
0.326094 2635.61 1119.27
0.296348 2635.61 1279.16
0.28294 2635.61 1439.06
0.349538 2635.61 1598.95
0.259812 2635.61 1758.85
0.320448 2635.61 1918.74
0.304477 2635.61 2078.64
0.299326 2635.61 2238.53
0.283314 2635.61 2398.43
0.324296 2635.61 2558.32
0.295482 2635.61 2718.22
0.281749 2635.61 2878.11
0.347838 2635.61 3038.01
0.258471 2635.61 3197.9
0.317905 2635.61 3357.8
0.301878 2635.61 3517.69
0.299223 2635.61 3677.59
0.283176 2635.61 3837.48
0.321768 2635.61 3997.38
0.295817 2635.61 4157.28
0.28142 2635.61 4317.17
0.345356 2635.61 4477.07
0.258511 2635.61 4636.96
0.315998 2635.61 4796.86
0.298902 2635.61 4956.75
0.300281 2635.61 5116.65
0.284054 2635.61 5276.54
0.318593 2635.61 5436.44
0.297469 2635.61 5596.33
0.282121 2635.61 5756.23
0.342245 2635.61 5916.12
0.260045 2635.61 6076.02
0.315023 2635.61 6235.91
0.295686 2635.61 6395.81
0.302505 2635.61 6555.7
0.28606 2635.61 6715.6
0.314827 2635.61 6875.49
0.300491 2635.61 7035.39
0.283885 2635.61 7195.28
0.338671 2635.61 7355.18
0.26303 2635.61 7515.07
0.315204 2635.61 7674.97
0.29229 2635.61 7834.86
0.30582 2635.61 7994.76
0.289127 2635.61 8154.65
0.310532 2635.61 8314.55
0.30483 2635.61 8474.45
0.286599 2635.61 8634.34
0.334801 2635.61 8794.24
0.267265 2635.61 8954.13
0.316643 2635.61 9114.03
0.288729 2635.61 9273.92
0.310051 2635.61 9433.82
0.293017 2635.61 9593.71
0.305821 2635.61 9753.61
0.31029 2635.61 9913.5
0.290022 2635.61 10073.4
0.330779 2635.61 10233.3
0.27239 2635.61 10393.2
0.31927 2635.61 10553.1
0.285043 2635.61 10713
0.314905 2635.61 10872.9
0.297384 2635.61 11032.8
0.300876 2635.61 11192.7
0.316494 2635.61 11352.6
0.293816 2635.61 11512.5
0.326767 2635.61 11672.3
0.277956 2635.61 11832.2
0.322844 2635.61 11992.1
0.281329 2635.61 12152
0.319959 2635.61 12311.9
0.301823 2635.61 12471.8
0.295981 2635.61 12631.7
0.322943 2635.61 12791.6
0.297596 2635.61 12951.5
0.322927 2635.61 13111.4
0.283446 2635.61 13271.3
0.326952 2635.61 13431.2
0.277798 2635.61 13591.1
0.324731 2635.61 13751
0.305974 2635.61 13910.9
0.291457 2635.61 14070.8
0.32905 2635.61 14230.7
0.300949 2635.61 14390.6
0.319468 2635.61 14550.5
0.288374 2635.61 14710.4
0.331085 2635.61 14870.3
0.274734 2635.61 15030.1
0.328718 2635.61 15190
0.309522 2635.61 15349.9
0.287637 2635.61 15509.8
0.334256 2635.61 15669.7
0.30349 2635.61 15829.6
0.316613 2635.61 15989.5
0.292285 2635.61 16149.4
0.334695 2635.61 16309.3
0.27246 2635.61 16469.2
0.331497 2635.61 16629.1
0.312239 2635.61 16789
0.284796 2635.61 16948.9
0.338135 2635.61 17108.8
0.304877 2635.61 17268.7
0.314596 2635.61 17428.6
0.294878 2635.61 17588.5
0.337279 2635.61 17748.4
0.271269 2635.61 17908.3
0.332802 2635.61 18068.2
0.313931 2635.61 18228.1
0.28309 2635.61 18387.9
0.34043 2635.61 18547.8
0.304853 2635.61 18707.7
0.313607 2635.61 18867.6
0.295969 2635.61 19027.5
0.338471 2635.61 19187.4
0.271348 2635.61 19347.3
0.332575 2635.61 19507.2
0.314437 2635.61 19667.1
0.282582 2635.61 19827
0.341102 2635.61 19986.9
0.303281 2635.61 20146.8
0.313749 2635.61 20306.7
0.295547 2635.61 20466.6
0.345805 2750.2 0
0.332596 2750.2 155.086
0.388636 2750.2 310.173
0.354396 2750.2 465.259
0.366287 2750.2 620.345
0.339368 2750.2 775.432
0.378477 2750.2 930.518
0.35206 2750.2 1085.6
0.35292 2750.2 1240.69
0.378498 2750.2 1395.78
0.359962 2750.2 1550.86
0.346226 2750.2 1705.95
0.363441 2750.2 1861.04
0.3693 2750.2 2016.12
0.367427 2750.2 2171.21
0.346475 2750.2 2326.29
0.378465 2750.2 2481.38
0.346937 2750.2 2636.47
0.346433 2750.2 2791.55
0.364396 2750.2 2946.64
0.380856 2750.2 3101.73
0.356697 2750.2 3256.81
0.330455 2750.2 3411.9
0.37871 2750.2 3566.99
0.328982 2750.2 3722.07
0.370145 2750.2 3877.16
0.346554 2750.2 4032.24
0.390489 2750.2 4187.33
0.338274 2750.2 4342.42
0.349829 2750.2 4497.5
0.372012 2750.2 4652.59
0.339044 2750.2 4807.68
0.379077 2750.2 4962.76
0.340818 2750.2 5117.85
0.379395 2750.2 5272.94
0.329061 2750.2 5428.02
0.373305 2750.2 5583.11
0.373561 2750.2 5738.19
0.349152 2750.2 5893.28
0.355086 2750.2 6048.37
0.361048 2750.2 6203.45
0.360021 2750.2 6358.54
0.339336 2750.2 6513.63
0.377971 2750.2 6668.71
0.386347 2750.2 6823.8
0.336894 2750.2 6978.88
0.347273 2750.2 7133.97
0.3689 2750.2 7289.06
0.355922 2750.2 7444.14
0.357708 2750.2 7599.23
0.365558 2750.2 7754.32
0.383606 2750.2 7909.4
0.326103 2750.2 8064.49
0.369324 2750.2 8219.58
0.343802 2750.2 8374.66
0.374424 2750.2 8529.75
0.349006 2750.2 8684.83
0.368615 2750.2 8839.92
0.363102 2750.2 8995.01
0.32574 2750.2 9150.09
0.386471 2750.2 9305.18
0.336193 2750.2 9460.27
0.381335 2750.2 9615.35
0.329175 2750.2 9770.44
0.380149 2750.2 9925.52
0.344993 2750.2 10080.6
0.334363 2750.2 10235.7
0.387929 2750.2 10390.8
0.356207 2750.2 10545.9
0.363653 2750.2 10701
0.342331 2750.2 10856
0.377187 2750.2 11011.1
0.354066 2750.2 11166.2
0.354346 2750.2 11321.3
0.377723 2750.2 11476.4
0.359352 2750.2 11631.5
0.345089 2750.2 11786.6
0.364711 2750.2 11941.6
0.369549 2750.2 12096.7
0.367768 2750.2 12251.8
0.343804 2750.2 12406.9
0.378911 2750.2 12562
0.344597 2750.2 12717.1
0.348051 2750.2 12872.2
0.363183 2750.2 13027.3
0.3826 2750.2 13182.3
0.354403 2750.2 13337.4
0.330995 2750.2 13492.5
0.37815 2750.2 13647.6
0.328502 2750.2 13802.7
0.372916 2750.2 13957.8
0.344573 2750.2 14112.9
0.390322 2750.2 14267.9
0.336713 2750.2 14423
0.352847 2750.2 14578.1
0.371441 2750.2 14733.2
0.3412 2750.2 14888.3
0.377403 2750.2 15043.4
0.342043 2750.2 15198.5
0.377247 2750.2 15353.5
0.329168 2750.2 15508.6
0.375006 2750.2 15663.7
0.37476 2750.2 15818.8
0.348478 2750.2 15973.9
0.352627 2750.2 16129
0.363586 2750.2 16284.1
0.358396 2750.2 16439.2
0.341397 2750.2 16594.2
0.37689 2750.2 16749.3
0.387219 2750.2 16904.4
0.335393 2750.2 17059.5
0.348658 2750.2 17214.6
0.367145 2750.2 17369.7
0.357237 2750.2 17524.8
0.358672 2750.2 17679.8
0.364849 2750.2 17834.9
0.381971 2750.2 17990
0.325518 2750.2 18145.1
0.371983 2750.2 18300.2
0.341182 2750.2 18455.3
0.376325 2750.2 18610.4
0.346277 2750.2 18765.4
0.369872 2750.2 18920.5
0.360453 2750.2 19075.6
0.326151 2750.2 19230.7
0.387392 2750.2 19385.8
0.337845 2750.2 19540.9
0.380477 2750.2 19696
0.328721 2750.2 19851
0.380887 2750.2 20006.1
0.344583 2750.2 20161.2
0.33638 2750.2 20316.3
0.387014 2750.2 20471.4
0.404623 2864.79 0
0.44765 2864.79 150.558
0.384311 2864.79 301.116
0.442612 2864.79 451.675
0.419634 2864.79 602.233
0.449809 2864.79 752.791
0.413447 2864.79 903.349
0.403568 2864.79 1053.91
0.430091 2864.79 1204.47
0.438086 2864.79 1355.02
0.416801 2864.79 1505.58
0.411477 2864.79 1656.14
0.414711 2864.79 1806.7
0.439708 2864.79 1957.26
0.383281 2864.79 2107.82
0.438775 2864.79 2258.37
0.43261 2864.79 2408.93
0.442904 2864.79 2559.49
0.416849 2864.79 2710.05
0.401653 2864.79 2860.61
0.437231 2864.79 3011.17
0.419899 2864.79 3161.72
0.422748 2864.79 3312.28
0.404735 2864.79 3462.84
0.428026 2864.79 3613.4
0.428317 2864.79 3763.96
0.387039 2864.79 3914.51
0.431883 2864.79 4065.07
0.444923 2864.79 4215.63
0.431561 2864.79 4366.19
0.421439 2864.79 4516.75
0.399035 2864.79 4667.31
0.444829 2864.79 4817.86
0.401992 2864.79 4968.42
0.432172 2864.79 5118.98
0.404138 2864.79 5269.54
0.440983 2864.79 5420.1
0.418519 2864.79 5570.66
0.394438 2864.79 5721.21
0.426873 2864.79 5871.77
0.451753 2864.79 6022.33
0.421388 2864.79 6172.89
0.423099 2864.79 6323.45
0.399747 2864.79 6474
0.449131 2864.79 6624.56
0.389715 2864.79 6775.12
0.440336 2864.79 6925.68
0.410188 2864.79 7076.24
0.449171 2864.79 7226.8
0.413567 2864.79 7377.35
0.401344 2864.79 7527.91
0.426454 2864.79 7678.47
0.449049 2864.79 7829.03
0.416249 2864.79 7979.59
0.418828 2864.79 8130.15
0.405466 2864.79 8280.7
0.447103 2864.79 8431.26
0.383972 2864.79 8581.82
0.442494 2864.79 8732.38
0.420917 2864.79 8882.94
0.449432 2864.79 9033.5
0.413659 2864.79 9184.05
0.403541 2864.79 9334.61
0.430724 2864.79 9485.17
0.436374 2864.79 9635.73
0.417178 2864.79 9786.29
0.410594 2864.79 9936.84
0.416006 2864.79 10087.4
0.438589 2864.79 10238
0.383453 2864.79 10388.5
0.438102 2864.79 10539.1
0.434009 2864.79 10689.6
0.441826 2864.79 10840.2
0.417336 2864.79 10990.8
0.401326 2864.79 11141.3
0.438069 2864.79 11291.9
0.417884 2864.79 11442.4
0.423638 2864.79 11593
0.404338 2864.79 11743.5
0.429482 2864.79 11894.1
0.42713 2864.79 12044.7
0.387691 2864.79 12195.2
0.431196 2864.79 12345.8
0.445987 2864.79 12496.3
0.430346 2864.79 12646.9
0.421829 2864.79 12797.5
0.398904 2864.79 12948
0.445502 2864.79 13098.6
0.400383 2864.79 13249.1
0.433187 2864.79 13399.7
0.404487 2864.79 13550.2
0.442139 2864.79 13700.8
0.417745 2864.79 13851.4
0.395279 2864.79 14001.9
0.426593 2864.79 14152.5
0.451962 2864.79 14303
0.420574 2864.79 14453.6
0.422944 2864.79 14604.2
0.400103 2864.79 14754.7
0.449248 2864.79 14905.3
0.388826 2864.79 15055.8
0.4409 2864.79 15206.4
0.411134 2864.79 15356.9
0.449602 2864.79 15507.5
0.413356 2864.79 15658.1
0.401838 2864.79 15808.6
0.426699 2864.79 15959.2
0.448151 2864.79 16109.7
0.416061 2864.79 16260.3
0.418062 2864.79 16410.8
0.406363 2864.79 16561.4
0.44648 2864.79 16712
0.383689 2864.79 16862.5
0.4423 2864.79 17013.1
0.422226 2864.79 17163.6
